,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,LATITUDE,LONGITUDE
601,2024-05-30,Condo/Co-op,3650 S Glebe Rd #743,Arlington,VA,22202.0,670000.0,2.0,2.0,ECLIPSE ON CENTER PARK,1164.0,,2007.0,0.0,38.8423747,-77.0507138
602,2024-03-05,Condo/Co-op,3600 S Glebe Rd Unit 813W,Arlington,VA,22202.0,474900.0,1.0,1.0,ECLIPSE ON CENTER PARK,824.0,,2006.0,548.0,38.8421491,-77.0516341
603,2024-04-19,Townhouse,3064 S Woodrow St S #1881,Arlington,VA,22206.0,740000.0,3.0,3.0,FAIRLINGTON VIL,1383.0,,1944.0,447.0,38.8406071,-77.0977705
604,2024-03-22,Condo/Co-op,3050 S Buchanan St Unit C1,Arlington,VA,22206.0,490000.0,2.0,1.0,FAIRLINGTON VIL,1256.0,,1944.0,402.0,38.8368159,-77.0980952
605,2024-03-27,Condo/Co-op,4108 33rd St S Unit A1,Arlington,VA,22206.0,575000.0,1.0,2.0,FAIRLINGTON MDWS,1490.0,,1940.0,342.0,38.8346032,-77.0860801
606,2024-05-15,Townhouse,2844-B S Wakefield St Unit B,Arlington,VA,22206.0,435000.0,2.0,1.0,THE ARLINGTON,875.0,,1950.0,380.0,38.8426066,-77.0970021
607,2024-03-15,Condo/Co-op,4904 29th Rd S Unit B2,Arlington,VA,22206.0,330000.0,1.0,1.0,FAIRLINGTON VILLAGE,711.0,,1948.0,270.0,38.8379108,-77.1025159
608,2024-05-08,Condo/Co-op,2645 S Walter Reed Dr Unit D,Arlington,VA,22206.0,408000.0,2.0,1.0,THE ARLINGTON,800.0,,1950.0,333.0,38.8417132,-77.1045817
609,2024-05-01,Townhouse,4312 34th St S,Arlington,VA,22206.0,681500.0,2.0,2.0,FAIRLINGTON MDWS,1500.0,,1940.0,418.0,38.8335572,-77.0879379
610,2024-04-26,Single Family Residential,762 26th Pl S,Arlington,VA,22202.0,2300000.0,5.0,5.0,AURORA HILLS,4380.0,7150.0,1951.0,0.0,38.8494965,-77.0583148
611,2024-04-26,Condo/Co-op,3033 S Columbus St Unit B1,Arlington,VA,22206.0,475000.0,2.0,1.0,FAIRLINGTON VIL,960.0,,1944.0,393.0,38.8365555,-77.0991807
612,2024-05-29,Townhouse,4626 36th St S Unit B,Arlington,VA,22206.0,597500.0,2.0,2.0,FAIRLINGTON MEWS,1500.0,,1940.0,344.0,38.8321756,-77.0935548
613,2024-05-31,Townhouse,2941 S Columbus St Unit B2,Arlington,VA,22206.0,600000.0,3.0,2.0,FAIRLINGTON VIL,1610.0,,1944.0,492.0,38.838473,-77.101231
614,2024-05-23,Condo/Co-op,1725 Kingsgate Ct #301,Alexandria,VA,22302.0,510000.0,2.0,2.5,KINGSGATE,1142.0,,1993.0,422.0,38.8276441,-77.0856782
615,2024-05-08,Condo/Co-op,2720 S Arlington Mill Dr #1109,Arlington,VA,22206.0,685000.0,2.0,2.0,SHIRLINGTON VILLAGE,1252.0,,2006.0,627.0,38.8420921,-77.0901716
616,2024-05-21,Condo/Co-op,1657 Kenwood Ave Unit C,Alexandria,VA,22302.0,430000.0,2.0,2.0,TERRACE T/H OF BEVERLY HILLS,1086.0,,1975.0,322.0,38.8307832,-77.084439
617,2024-03-11,Condo/Co-op,2743 S Buchanan St,Arlington,VA,22206.0,475000.0,2.0,1.0,FAIRLINGTON VIL,895.0,,1944.0,380.0,38.841851,-77.100834
618,2024-05-29,Townhouse,3560 S Stafford St,Arlington,VA,22206.0,559301.0,1.0,2.0,FAIRLINGTON GLEN,1400.0,,1940.0,419.0,38.8299818,-77.0874177
619,2024-03-25,Condo/Co-op,2919 S Woodley St Unit H,Arlington,VA,22206.0,315000.0,1.0,1.0,COURTBRDGE I&II,613.0,,1983.0,454.0,38.8414774,-77.0956309
620,2024-05-07,Condo/Co-op,2834 S Abingdon St Unit C1,Arlington,VA,22206.0,440000.0,2.0,1.0,FAIRLINGTON VIL,908.0,,1944.0,268.0,38.8410147,-77.0997481
621,2024-05-10,Townhouse,4686 34th St S,Arlington,VA,22206.0,601000.0,1.0,2.0,FAIRLINGTON MEWS,1400.0,,1940.0,341.0,38.834546,-77.0939889
622,2024-05-14,Townhouse,3173 S Stafford St,Arlington,VA,22206.0,750000.0,2.0,3.0,FAIRLINGTON GRN,2145.0,,1940.0,842.0,38.837528,-77.085619
623,2024-03-08,Townhouse,3539A S Stafford St,Arlington,VA,22206.0,667500.0,2.0,2.0,FAIRLINGTON GLEN,1500.0,,1940.0,474.0,38.8300315,-77.0862934
624,2024-05-30,Condo/Co-op,3313 Wyndham Cir #4216,Alexandria,VA,22302.0,320000.0,1.0,1.0,POINTE AT PARK C,826.0,,1990.0,568.0,38.8352744,-77.101036
625,2024-05-14,Condo/Co-op,2720 S Arlington Mill Dr #102,Arlington,VA,22206.0,660000.0,1.0,2.0,SHIRLINGTON VILLAGE,1232.0,,2006.0,627.0,38.8420921,-77.0901716
626,2024-04-01,Condo/Co-op,3600 S Glebe Rd Unit 329W,Arlington,VA,22202.0,659000.0,2.0,2.0,ECLIPSE ON CENTER PARK,1193.0,,2006.0,745.0,38.8421491,-77.0516341
627,2024-04-22,Condo/Co-op,3024 S Buchanan St Unit A1,Arlington,VA,22206.0,570000.0,1.0,2.0,FAIRLINGTON VIL,745.0,,1944.0,447.0,38.8371718,-77.0988869
628,2024-03-25,Condo/Co-op,3650 S Glebe Rd #569,Arlington,VA,22202.0,411000.0,1.0,1.0,ECLIPSE ON CENTER PARK,702.0,,2007.0,449.0,38.8423747,-77.0507138
629,2024-03-18,Townhouse,2849 S Buchanan St,Arlington,VA,22206.0,651000.0,2.0,2.0,FAIRLINGTON VIL,1383.0,,1944.0,406.0,38.840232,-77.1006869
630,2024-04-29,Single Family Residential,5024 25th St S,Arlington,VA,22206.0,850000.0,4.0,2.5,CLAREMONT,1672.0,6001.0,1947.0,0.0,38.8424691,-77.105906
631,2024-04-05,Condo/Co-op,2649 S Walter Reed Dr Unit A,Arlington,VA,22206.0,410000.0,2.0,1.0,THE ARLINGTON,810.0,,1950.0,336.0,38.841611,-77.104478
632,2024-04-10,Condo/Co-op,4811 30th St S Unit C2,Arlington,VA,22206.0,475000.0,2.0,1.0,FAIRLINGTON VIL,1238.0,,1944.0,425.0,38.8378915,-77.0997222
633,2024-05-07,Single Family Residential,2815 S Arlington Ridge Rd,Arlington,VA,22202.0,1175000.0,4.0,3.5,OAKCREST,2139.0,7600.0,1940.0,0.0,38.8460481,-77.0649887
634,2024-03-07,Townhouse,3427 S Utah St,Arlington,VA,22206.0,676000.0,2.0,2.0,FAIRLINGTON MDWS,1500.0,,1940.0,408.0,38.8330708,-77.088272
635,2024-04-18,Townhouse,4523 34th St S,Arlington,VA,22206.0,640000.0,2.0,2.0,FAIRLINGTON COMM,1500.0,,1940.0,505.0,38.8344977,-77.09061
636,2024-05-07,Condo/Co-op,3347 S Stafford St Unit B2,Arlington,VA,22206.0,325000.0,1.0,1.0,FAIRLINGTON MDWS,711.0,,1940.0,305.0,38.8340031,-77.0862824
637,2024-03-06,Condo/Co-op,3564 Martha Custis Dr #307,Alexandria,VA,22302.0,325000.0,1.0,1.0,PARKFAIRFAX,780.0,,1941.0,470.0,38.8391031,-77.0838059
638,2024-05-01,Townhouse,3610 S Taylor St,Arlington,VA,22206.0,591000.0,1.0,2.0,FAIRLINGTON ARBR,1204.0,,1940.0,390.0,38.8296967,-77.0900095
639,2024-05-10,Condo/Co-op,3650 S Glebe Rd #258,Arlington,VA,22202.0,785000.0,2.0,2.0,ECLIPSE ON CENTER PARK,1414.0,,2006.0,882.0,38.8423747,-77.0507138
640,2024-04-30,Condo/Co-op,2720 S Arlington Mill Dr S #1008,Arlington,VA,22206.0,669000.0,2.0,2.0,SHIRLINGTON VILLAGE,1252.0,,2006.0,652.0,38.8420921,-77.0901716
641,2024-03-11,Townhouse,3526 Martha Custis Dr,Alexandria,VA,22302.0,328000.0,1.0,1.0,PARKFAIRFAX,780.0,,1941.0,429.0,38.838371,-77.083777
642,2024-05-24,Condo/Co-op,4912 28th St S Unit B1,Arlington,VA,22206.0,385000.0,1.0,1.5,FAIRLINGTON VILLAGE,1008.0,,1948.0,259.0,38.8400408,-77.1048495
643,2024-04-23,Condo/Co-op,3600 S Glebe Rd Unit 507W,Arlington,VA,22202.0,296000.0,0.0,1.0,ECLIPSE ON CENTER PARK,411.0,,2006.0,295.0,38.8421491,-77.0516341
644,2024-03-27,Single Family Residential,2506 S Lynn St,Arlington,VA,22202.0,1350000.0,3.0,3.5,AURORA HILLS,3136.0,11446.0,1934.0,0.0,38.8503847,-77.0661377
645,2024-05-02,Condo/Co-op,3600 S Glebe Rd Unit 922W,Arlington,VA,22202.0,399000.0,1.0,1.0,ECLIPSE ON CENTER PARK,703.0,,2006.0,449.0,38.8421491,-77.0516341
646,2024-05-14,Condo/Co-op,3600 S Glebe Rd Unit 913W,Arlington,VA,22202.0,475000.0,1.0,1.0,ECLIPSE ON CENTER PARK,824.0,,2006.0,548.0,38.8421491,-77.0516341
647,2024-03-21,Condo/Co-op,3600 S Glebe Rd Unit 1018W,Arlington,VA,22202.0,820000.0,2.0,2.0,ECLIPSE ON CENTER PARK,1350.0,,2006.0,963.0,38.8421491,-77.0516341
648,2024-04-09,Condo/Co-op,1225 Martha Custis Dr #1111,Alexandria,VA,22302.0,270000.0,1.0,1.0,PARC EAST,815.0,,1980.0,638.0,38.8424901,-77.0801082
649,2024-05-10,Condo/Co-op,1225 Martha Custis Dr #406,Alexandria,VA,22302.0,238000.0,1.0,1.0,PARC EAST,596.0,,1980.0,465.0,38.8424901,-77.0801082
650,2024-05-01,Townhouse,4829 28th St S Unit A,Arlington,VA,22206.0,540000.0,2.0,2.0,FAIRLINGTON VIL,1383.0,,1944.0,412.0,38.8417596,-77.102906
651,2024-05-16,Condo/Co-op,4520 King St #807,Alexandria,VA,22302.0,264900.0,1.0,1.0,BOLLING BROOK TOWERS,756.0,,1965.0,397.0,38.8401025,-77.1064115
652,2024-03-22,Condo/Co-op,2934 S Columbus St Unit A1,Arlington,VA,22206.0,539000.0,2.0,2.0,FAIRLINGTON VILLAGE,1422.0,,1948.0,430.0,38.8380938,-77.1021754
653,2024-03-06,Condo/Co-op,1225 Martha Custis Dr #803,Alexandria,VA,22302.0,220000.0,1.0,1.0,PARC EAST,489.0,,1980.0,385.0,38.8424901,-77.0801082
654,2024-04-04,Single Family Residential,2700 Fort Scott Dr,Arlington,VA,22202.0,1500000.0,4.0,4.5,AURORA HILLS,3392.0,10866.0,1950.0,0.0,38.8492126,-77.0624314
655,2024-04-26,Townhouse,3504 Martha Custis Dr #315,Alexandria,VA,22302.0,320000.0,1.0,1.0,PARKFAIRFAX,750.0,,1941.0,452.0,38.838131,-77.084143
656,2024-05-28,Condo/Co-op,3600 S Glebe Rd Unit 317W,Arlington,VA,22202.0,610000.0,2.0,2.0,ECLIPSE ON CENTER PARK,1164.0,,2006.0,755.0,38.8421491,-77.0516341
657,2024-04-01,Single Family Residential,2616 S Joyce St,Arlington,VA,22202.0,815000.0,3.0,3.0,AURORA HILLS,2160.0,10605.0,1940.0,0.0,38.8486902,-77.063833
658,2024-03-29,Condo/Co-op,3650 S Glebe Rd #243,Arlington,VA,22202.0,585000.0,2.0,2.0,ECLIPSE ON CENTER PARK,1164.0,,2007.0,768.0,38.8423747,-77.0507138
659,2024-05-03,Townhouse,2819 S Woodrow St Unit B,Arlington,VA,22206.0,480000.0,3.0,2.0,COURTBRDGE I&II,1410.0,,1982.0,581.0,38.8408709,-77.0970279
660,2024-04-08,Single Family Residential,2205 S Oakland St,Arlington,VA,22206.0,655000.0,4.0,2.0,NAUCK GREEN VALLEY,1120.0,4750.0,1971.0,0.0,38.8480843,-77.0902904
661,2024-03-11,Condo/Co-op,3600 S Glebe Rd Unit 811W,Arlington,VA,22202.0,393000.0,1.0,1.0,ECLIPSE ON CENTER PARK,676.0,,2006.0,415.0,38.8421491,-77.0516341
662,2024-03-29,Condo/Co-op,619 N Saint Asaph St,Alexandria,VA,22314.0,1040000.0,2.0,2.0,PORTNER BREWERY,1546.0,,1999.0,646.0,38.8113725,-77.0441231
663,2024-04-25,Townhouse,416 Oronoco St,Alexandria,VA,22314.0,1415000.0,3.0,3.5,CHATHAM SQUARE,2371.0,1022.0,2005.0,203.0,38.8091391,-77.0433809
664,2024-04-15,Single Family Residential,34 E Linden St,Alexandria,VA,22301.0,1960000.0,4.0,3.0,ROSEMONT,3272.0,4600.0,2021.0,0.0,38.8110767,-77.058693
665,2024-05-23,Townhouse,521 N Patrick St,Alexandria,VA,22314.0,860000.0,2.0,2.5,Alexandria,1142.0,1255.0,1920.0,0.0,38.8106772,-77.0489828
666,2024-05-08,Condo/Co-op,115 N Lee St N Unit BH211,Alexandria,VA,22314.0,589000.0,1.0,1.0,TORPEDO FACTORY,823.0,,1985.0,445.0,38.8048748,-77.0410195
667,2024-05-23,Condo/Co-op,2121 Jamieson Ave #1208,Alexandria,VA,22314.0,495000.0,2.0,2.0,CARLYLE TOWERS,980.0,,1997.0,660.0,38.8039932,-77.0655544
668,2024-03-20,Condo/Co-op,925 Fairfax St N #907,Alexandria,VA,22314.0,1449900.0,1.0,1.0,OLD TOWN ALEXANDRIA,1400.0,,2022.0,1068.0,38.8141641,-77.0400582
669,2024-04-08,Single Family Residential,106 W Maple St,Alexandria,VA,22301.0,1015000.0,3.0,1.5,ROSEMONT,1368.0,6000.0,1920.0,0.0,38.8106581,-77.0644953
670,2024-05-15,Townhouse,526 N Pitt St,Alexandria,VA,22314.0,2200000.0,4.0,4.5,GARRETS MILL,3800.0,1690.0,2003.0,117.0,38.8098857,-77.0438395
671,2024-05-10,Townhouse,608 N Columbus St,Alexandria,VA,22314.0,1080000.0,3.0,2.0,PARKER GRAY HISTORIC DISTRICT,2012.0,1392.0,1930.0,0.0,38.8112233,-77.0470673
672,2024-05-09,Townhouse,408 N Saint Asaph St,Alexandria,VA,22314.0,1600000.0,3.0,3.5,LEE MEWS,2400.0,,1976.0,273.0,38.80881,-77.0451913
673,2024-04-10,Condo/Co-op,2181 Jamieson Ave #1503,Alexandria,VA,22314.0,825000.0,3.0,2.5,CARLYLE TOWERS,1605.0,,2001.0,1099.0,38.8029799,-77.0671046
674,2024-04-15,Single Family Residential,1421 Princess St,Alexandria,VA,22314.0,950000.0,6.0,2.5,ALEXANDRIA,2340.0,5610.0,1900.0,0.0,38.8097265,-77.0545036
675,2024-05-24,Single Family Residential,24 W Spring St,Alexandria,VA,22301.0,1031000.0,3.0,1.5,TEMPLE PARK,1288.0,4233.0,1938.0,0.0,38.8152492,-77.0642316
676,2024-03-08,Single Family Residential,309 S Columbus St,Alexandria,VA,22314.0,1060000.0,2.0,1.5,DIP URBAN RENEWAL,1264.0,2262.0,1900.0,83.0,38.8024781,-77.048905
677,2024-03-28,Condo/Co-op,601 N Fairfax St #215,Alexandria,VA,22314.0,1980000.0,2.0,2.5,THE ORONOCO,2063.0,,2014.0,1522.0,38.8107954,-77.0405905
678,2024-05-28,Condo/Co-op,505 E Braddock Rd E #208,Alexandria,VA,22314.0,630000.0,3.0,2.0,COLECROFT,1213.0,,1987.0,711.0,38.8122022,-77.0543127
679,2024-03-21,Townhouse,505 Oronoco St,Alexandria,VA,22314.0,2450000.0,4.0,4.5,BRIGHTLEAF AND COOPER,3213.0,1840.0,2015.0,88.0,38.8095118,-77.0440263
680,2024-05-31,Condo/Co-op,309 Holland Ln #311,Alexandria,VA,22314.0,586000.0,2.0,2.0,ROYALTON AT KING STREET METRO,973.0,,2006.0,654.0,38.8038963,-77.059814
681,2024-04-12,Single Family Residential,27 E Maple St,Alexandria,VA,22301.0,1343000.0,3.0,2.5,ROSEMONT PARK,1800.0,4600.0,1918.0,0.0,38.8114592,-77.0590323
682,2024-05-31,Condo/Co-op,910 Powhatan St Unit 303N,Alexandria,VA,22314.0,805000.0,2.0,2.0,NORTH WASHINGTON ST COND,1153.0,,2010.0,689.0,38.8146698,-77.0458387
683,2024-05-31,Condo/Co-op,801 N Pitt St #221,Alexandria,VA,22314.0,220000.0,0.0,1.0,PORT ROYAL,384.0,,1965.0,413.0,38.8133475,-77.0422503
684,2024-05-10,Townhouse,424 N Saint Asaph St,Alexandria,VA,22314.0,1460000.0,3.0,3.5,LEE MEWS,2400.0,,1976.0,273.0,38.8090612,-77.0452812
685,2024-04-04,Single Family Residential,17 E Walnut St,Alexandria,VA,22301.0,1275000.0,3.0,2.5,ROSEMONT PARK,2506.0,4400.0,1924.0,0.0,38.8121296,-77.0599419
686,2024-04-05,Condo/Co-op,925 N Fairfax St #807,Alexandria,VA,22314.0,1349900.0,2.0,2.0,OLD TOWN ALEXANDRIA,1378.0,,2022.0,1068.0,38.8141641,-77.0400582
687,2024-03-14,Townhouse,113 Mount Vernon Ave,Alexandria,VA,22301.0,760000.0,2.0,1.0,ROSEMONT,952.0,2034.0,1950.0,0.0,38.8094958,-77.058279
688,2024-03-05,Townhouse,1211 Queen St,Alexandria,VA,22314.0,815000.0,2.0,2.5,PARKER GRAY HISTORIC DISTRICT,1040.0,1342.0,1920.0,0.0,38.8082196,-77.0524586
689,2024-03-19,Single Family Residential,512 1/2 S Pitt St,Alexandria,VA,22314.0,1550000.0,4.0,3.5,OLD TOWN ALEXANDRIA,2051.0,1845.0,1967.0,0.0,38.7997372,-77.0453145
690,2024-04-05,Townhouse,719 N Fayette St,Alexandria,VA,22314.0,1072500.0,3.0,2.5,BRADDOCK LOFTS,2059.0,809.0,2002.0,111.0,38.81293,-77.050379
691,2024-04-05,Townhouse,711 S Lee St,Alexandria,VA,22314.0,1099000.0,2.0,1.5,OLD TOWN ALEXANDRIA,1330.0,2000.0,1870.0,0.0,38.7971415,-77.043201
692,2024-03-07,Condo/Co-op,522 N West St,Alexandria,VA,22314.0,490000.0,2.0,1.0,COLECROFT,873.0,,1986.0,505.0,38.8111973,-77.0537108
693,2024-04-12,Townhouse,313 S Payne St,Alexandria,VA,22314.0,750000.0,2.0,2.5,OLD TOWN VILLAGE,1611.0,,1997.0,539.0,38.8024263,-77.0545035
694,2024-04-18,Townhouse,812 Montgomery St,Alexandria,VA,22314.0,945000.0,3.0,2.5,JAMES BLAND HOMES,1392.0,786.0,2012.0,103.0,38.814197,-77.046622
695,2024-03-11,Townhouse,410 S Pitt St,Alexandria,VA,22314.0,1450000.0,3.0,3.5,OLD TOWN,2052.0,2222.0,1963.0,0.0,38.8008446,-77.0453037
696,2024-04-29,Townhouse,912 Franklin St,Alexandria,VA,22314.0,825000.0,2.0,2.5,CHELSEA WALK,1256.0,1266.0,1986.0,13.0,38.7983359,-77.0512406
697,2024-03-29,Condo/Co-op,125 N Lee St Unit DH406,Alexandria,VA,22314.0,735000.0,1.0,1.5,TORPEDO FACTORY,960.0,,1985.0,480.0,38.8051955,-77.0411737
698,2024-05-31,Townhouse,514 Queen St,Alexandria,VA,22314.0,1230000.0,3.0,2.5,OLD TOWN ALEXANDRIA,1582.0,1560.0,1830.0,0.0,38.807015,-77.0448652
699,2024-05-30,Townhouse,236 N Payne St,Alexandria,VA,22314.0,879000.0,2.0,2.5,OLD TOWN ALEXANDRIA,1160.0,1350.0,1955.0,0.0,38.8079648,-77.0533199
700,2024-05-30,Townhouse,1320 Cameron St,Alexandria,VA,22314.0,888000.0,3.0,2.5,OLD TOWN ALEXANDRIA,1419.0,1196.0,1900.0,0.0,38.8068924,-77.0539728
701,2024-04-08,Condo/Co-op,309 Holland Ln #125,Alexandria,VA,22314.0,575000.0,2.0,2.0,ROYALTON AT KING STREET METRO,1043.0,,2006.0,645.0,38.8038963,-77.059814
702,2024-04-30,Townhouse,406 N Henry St,Alexandria,VA,22314.0,725000.0,2.0,1.5,PARKER GRAY HISTORIC DISTRICT,884.0,1112.0,1920.0,0.0,38.8093264,-77.0508568
703,2024-03-15,Townhouse,503 S Henry St S,Alexandria,VA,22314.0,826000.0,2.0,2.5,DIP URBAN RENEWAL,1500.0,1494.0,1975.0,79.0,38.8006395,-77.052714
704,2024-03-20,Townhouse,401 N Lee St,Alexandria,VA,22314.0,2200000.0,4.0,3.0,OLD TOWNE,2815.0,1491.0,1970.0,0.0,38.8078855,-77.0405481
705,2024-04-08,Townhouse,323 N St Asaph St,Alexandria,VA,22314.0,1265000.0,2.0,2.0,HISTORIC OLD TOWN,1392.0,1980.0,1800.0,0.0,38.8079268,-77.045004
706,2024-03-29,Townhouse,312 S Columbus St,Alexandria,VA,22314.0,1203500.0,3.0,3.5,ST JOHNS SQUARE,2042.0,,1981.0,635.0,38.7989618,-77.0495891
707,2024-03-13,Townhouse,515 Queen St,Alexandria,VA,22314.0,725000.0,2.0,1.0,OLD TOWN,775.0,1069.0,1790.0,0.0,38.8072531,-77.0449015
708,2024-05-13,Condo/Co-op,910 Powhatan St Unit 206S,Alexandria,VA,22314.0,770000.0,2.0,2.0,NORTH WASHINGTON ST COND,1225.0,,2010.0,647.0,38.8146698,-77.0458387
709,2024-05-16,Townhouse,1200 Oronoco St,Alexandria,VA,22314.0,966500.0,3.0,2.5,Alexandria,2116.0,2783.0,1942.0,0.0,38.8101282,-77.0517338
710,2024-04-19,Single Family Residential,301 E Oak St,Alexandria,VA,22301.0,1250000.0,4.0,3.0,ROSEMONT PARK,1940.0,5000.0,1939.0,0.0,38.8129509,-77.0574462
711,2024-04-18,Townhouse,118 N West St,Alexandria,VA,22314.0,1075100.0,3.0,2.5,OLD TOWN ALEXANDRIA,1658.0,2268.0,1910.0,0.0,38.8068353,-77.0547142
712,2024-03-18,Single Family Residential,804 Ramsey St,Alexandria,VA,22301.0,1120486.0,2.0,2.0,ROSEMONT PARK,1522.0,5200.0,1935.0,0.0,38.8148519,-77.0577537
713,2024-03-29,Townhouse,817 Duke St,Alexandria,VA,22314.0,1105000.0,2.0,1.5,OLD TOWN,1674.0,1320.0,1890.0,0.0,38.8032034,-77.0493066
714,2024-05-10,Condo/Co-op,2151 Jamieson Ave #2104,Alexandria,VA,22314.0,1095000.0,3.0,2.5,CARLYLE TOWERS,1713.0,,1999.0,1139.0,38.8034298,-77.0662845
715,2024-04-08,Condo/Co-op,801 N Pitt St N #501,Alexandria,VA,22314.0,225000.0,0.0,1.0,PORT ROYAL,386.0,,1964.0,415.0,38.8133475,-77.0422503
716,2024-05-03,Townhouse,1257 Madison St,Alexandria,VA,22314.0,1057000.0,3.0,3.5,BRADDOCK PLACE,1706.0,1042.0,1987.0,135.0,38.8140712,-77.0519602
717,2024-05-10,Townhouse,508 N West St,Alexandria,VA,22314.0,871000.0,2.0,3.0,COLECROFT,1820.0,784.0,1986.0,110.0,38.811018,-77.0537592
718,2024-04-01,Single Family Residential,20 Masonic View Ave W,Alexandria,VA,22301.0,1105002.0,3.0,2.0,ROSEMONT,1634.0,4752.0,1925.0,0.0,38.8139722,-77.0639062
719,2024-05-31,Condo/Co-op,2151 Jamieson Ave #511,Alexandria,VA,22314.0,450000.0,1.0,1.5,CARLYLE TOWERS,827.0,,1999.0,565.0,38.8034298,-77.0662845
720,2024-03-18,Townhouse,903 Princess St,Alexandria,VA,22314.0,699900.0,2.0,1.0,PARKER GRAY,804.0,787.0,1920.0,0.0,38.8089126,-77.0486095
721,2024-03-12,Condo/Co-op,125 N Lee St Unit DH503,Alexandria,VA,22314.0,988450.0,2.0,2.0,TORPEDO FACTORY,1439.0,,1985.0,683.0,38.8051955,-77.0411737
722,2024-03-26,Townhouse,574 N Saint Asaph St #574,Alexandria,VA,22314.0,735000.0,2.0,2.0,SHAD ROW,1350.0,,1980.0,425.0,38.810442,-77.045129
723,2024-04-18,Condo/Co-op,400 Madison St #1904,Alexandria,VA,22314.0,1250000.0,2.0,2.0,ALEXANDRIA HOUSE,1298.0,,1975.0,1399.0,38.8121528,-77.0430616
724,2024-04-29,Townhouse,653 S Columbus St,Alexandria,VA,22314.0,650600.0,3.0,2.0,ARCH HALL,1075.0,,1980.0,525.0,38.7988699,-77.0499104
725,2024-04-30,Condo/Co-op,1115 Cameron St #313,Alexandria,VA,22314.0,575000.0,1.0,1.0,THE PRESCOTT,894.0,,2007.0,479.0,38.8070952,-77.0515909
726,2024-05-15,Townhouse,309 Franklin St,Alexandria,VA,22314.0,1500000.0,4.0,3.5,YATES GARDENS,2229.0,1444.0,1963.0,0.0,38.797889,-77.0443988
727,2024-04-01,Single Family Residential,808 Mount Vernon Ave,Alexandria,VA,22301.0,1208000.0,4.0,2.5,DEL RAY,2546.0,5500.0,1935.0,0.0,38.8153262,-77.0569636
728,2024-04-26,Townhouse,116 Baggett Pl,Alexandria,VA,22314.0,750000.0,3.0,1.5,BAGGETT,1245.0,1245.0,1940.0,0.0,38.8068698,-77.0563677
729,2024-05-31,Townhouse,629 N Alfred St,Alexandria,VA,22314.0,805000.0,2.0,1.5,OLD TOWN,960.0,2088.0,1954.0,0.0,38.8119487,-77.0475526
730,2024-05-10,Single Family Residential,112 E Walnut St,Alexandria,VA,22301.0,1253300.0,3.0,2.5,ROSEMONT PARK,1750.0,4000.0,1918.0,0.0,38.8126302,-77.0575229
731,2024-03-28,Single Family Residential,203 N View Ter,Alexandria,VA,22301.0,1715000.0,4.0,3.5,ROSEMONT,2811.0,6540.0,1920.0,0.0,38.8096276,-77.0641205
732,2024-05-17,Condo/Co-op,520 John Carlyle St #230,Alexandria,VA,22314.0,620000.0,2.0,2.0,CARLYLE SQUARE,1070.0,,2007.0,750.0,38.8019355,-77.0615516
733,2024-05-29,Townhouse,831 Wythe St,Alexandria,VA,22314.0,1175000.0,3.0,3.5,JAMES BLAND HOMES,1962.0,694.0,2010.0,102.0,38.8122333,-77.0474567
734,2024-04-11,Townhouse,407 Princess St,Alexandria,VA,22314.0,1401000.0,3.0,3.5,CHATHAM SQUARE,2371.0,1020.0,2006.0,203.0,38.808253,-77.043203
735,2024-05-14,Townhouse,333 N Patrick St,Alexandria,VA,22314.0,505100.0,3.0,1.0,OLD TOWN ALEXANDRIA,1334.0,1309.0,1900.0,0.0,38.8087197,-77.0493966
736,2024-03-29,Condo/Co-op,554 N West St Unit 6-7,Alexandria,VA,22314.0,512000.0,2.0,1.0,COLECROFT,865.0,,1988.0,505.0,38.811628,-77.053752
737,2024-05-17,Townhouse,611 Queen St,Alexandria,VA,22314.0,1950000.0,4.0,3.5,OLD TOWN,2474.0,3320.0,1795.0,0.0,38.8074467,-77.0459582
738,2024-05-20,Condo/Co-op,400 Commonwealth Ave #203,Alexandria,VA,22301.0,530000.0,2.0,1.0,ROSEMONT STATION,990.0,,1938.0,561.0,38.8117896,-77.0617981
739,2024-04-12,Townhouse,426 S Saint Asaph St S,Alexandria,VA,22314.0,1126050.0,3.0,2.5,OLD TOWN ALEXANDRIA,1777.0,988.0,1978.0,0.0,38.8006243,-77.0465631
740,2024-04-18,Townhouse,115 Princess St,Alexandria,VA,22314.0,1514200.0,2.0,3.0,OLD TOWNE,1758.0,1800.0,1970.0,0.0,38.8079279,-77.040134
741,2024-05-23,Townhouse,722 Gibbon St,Alexandria,VA,22314.0,1311000.0,3.0,2.5,GOLDFARBS,1680.0,1575.0,1979.0,0.0,38.7993245,-77.0491267
742,2024-03-29,Townhouse,818 N Alfred St,Alexandria,VA,22314.0,1240000.0,3.0,3.5,JAMES BLAND HOMES,2134.0,826.0,2012.0,102.0,38.81384,-77.0475751
743,2024-04-02,Townhouse,519 N Pitt St,Alexandria,VA,22314.0,1315000.0,3.0,2.5,CHATHAM SQUARE,2118.0,728.0,2005.0,254.0,38.8099554,-77.0433872
