,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,LATITUDE,LONGITUDE
146,2024-05-17,Single Family Residential,6721 31st St N,Arlington,VA,22213.0,2600000.0,6.0,4.5,BERKSHIRE OAKWOOD,5350.0,20409.0,2016.0,0.0,38.8973745,-77.1662658
147,2024-03-19,Condo/Co-op,851 N Glebe Rd #914,Arlington,VA,22203.0,424000.0,1.0,1.0,CONTINENTAL,688.0,,2003.0,419.0,38.8812488,-77.1145593
148,2024-04-30,Single Family Residential,1615 N Wakefield St,Arlington,VA,22207.0,1115000.0,3.0,3.0,WILLET HEIGHTS,1300.0,8042.0,1950.0,0.0,38.891101,-77.1176731
149,2024-03-29,Condo/Co-op,1045 N Utah St #604,Arlington,VA,22201.0,385000.0,1.0,1.0,WINDSOR PLAZA,625.0,,1994.0,578.0,38.8832871,-77.1135655
150,2024-04-24,Townhouse,1013 N Kensington St,Arlington,VA,22205.0,1080000.0,4.0,4.5,WESTOVER,2240.0,1408.0,2015.0,175.0,38.8804542,-77.1327081
151,2024-06-04,Townhouse,4309 11th St N,Arlington,VA,22201.0,865000.0,2.0,2.5,BALLSTON AREA TOWNH,1152.0,896.0,1985.0,150.0,38.883925,-77.113279
152,2024-03-20,Single Family Residential,6222 27th St N,Arlington,VA,22207.0,1010000.0,4.0,3.0,BERKSHIRE,1922.0,5000.0,1948.0,0.0,38.896879,-77.1529877
153,2024-04-11,Single Family Residential,4827 33rd Rd N,Arlington,VA,22207.0,2300000.0,5.0,4.5,COUNTRY CLUB MANORS,4596.0,7500.0,2024.0,0.0,38.9107195,-77.1342025
154,2024-04-22,Single Family Residential,1150 N Ivanhoe St,Arlington,VA,22205.0,2265000.0,6.0,5.0,LACEY FOREST,4339.0,7500.0,2023.0,0.0,38.8832562,-77.1327193
155,2024-03-21,Condo/Co-op,1001 N Randolph St #621,Arlington,VA,22201.0,368000.0,1.0,1.0,EASTVIEW AT BALLSTON METRO,638.0,,2005.0,485.0,38.8829875,-77.1093249
156,2024-04-30,Single Family Residential,6207 30th St N,Arlington,VA,22207.0,1991000.0,5.0,4.5,FALLVIEW,5305.0,7840.0,2004.0,0.0,38.8993953,-77.1529981
157,2024-05-14,Condo/Co-op,900 N Taylor St #1412,Arlington,VA,22203.0,325000.0,2.0,2.0,JEFFERSON RES,1352.0,,1992.0,521.0,38.8812752,-77.1130095
158,2024-04-19,Condo/Co-op,1020 N Stafford St #312,Arlington,VA,22201.0,300000.0,1.0,1.0,SUMMERWALK I&II,557.0,,1984.0,378.0,38.8829914,-77.110828
159,2024-05-31,Single Family Residential,6207 29th St N,Arlington,VA,22207.0,2330480.0,5.0,4.5,FALLVIEW,5046.0,8000.0,2024.0,0.0,38.8986497,-77.1528123
160,2024-03-26,Single Family Residential,1505 N Longfellow St,Arlington,VA,22205.0,1999000.0,5.0,4.5,WESTOVER,3907.0,5150.0,2023.0,0.0,38.8837624,-77.140854
161,2024-05-03,Single Family Residential,2101 N Emerson St,Arlington,VA,22207.0,1104000.0,3.0,3.0,HIGHVIEW PARK,1779.0,5000.0,1931.0,0.0,38.8943761,-77.1302811
162,2024-05-16,Single Family Residential,817 N Woodrow St,Arlington,VA,22203.0,1952000.0,6.0,5.5,AVON PARK JORDAN MANOR,4724.0,6041.0,2024.0,0.0,38.8799934,-77.1168078
163,2024-03-05,Condo/Co-op,1020 N Stafford St #301,Arlington,VA,22201.0,645000.0,2.0,2.0,SUMMERWALK I&II,1008.0,,1984.0,671.0,38.8829914,-77.110828
164,2024-05-22,Single Family Residential,3612 N Rockingham St,Arlington,VA,22213.0,3100000.0,6.0,8.0,MINOR HILL,6065.0,18583.0,2024.0,0.0,38.903537,-77.1582873
165,2024-03-15,Condo/Co-op,1000 N Randolph St #904,Arlington,VA,22201.0,670000.0,2.0,2.0,BALLSTON,1062.0,,2004.0,825.0,38.8827696,-77.1097108
166,2024-04-08,Condo/Co-op,1024 N Utah St #225,Arlington,VA,22201.0,375000.0,1.0,1.0,WESTVIEW AT BALLSTON METRO,593.0,,2005.0,522.0,38.8828413,-77.1140883
167,2024-05-24,Single Family Residential,2628 N Upland St N,Arlington,VA,22207.0,3250000.0,7.0,8.0,BROYHILL FOREST/HILLS,8159.0,15783.0,2023.0,0.0,38.9098365,-77.1190216
168,2024-03-08,Condo/Co-op,900 N Taylor St N #1916,Arlington,VA,22203.0,290000.0,2.0,2.0,JEFFERSON RES,1107.0,,1992.0,425.0,38.8812752,-77.1130095
169,2024-04-10,Single Family Residential,5712 26th St N,Arlington,VA,22207.0,2000000.0,6.0,5.5,COUNTRY CLUB,5107.0,6472.0,1940.0,0.0,38.8970359,-77.144479
170,2024-04-12,Condo/Co-op,900 N Taylor St #2008,Arlington,VA,22203.0,115000.0,1.0,1.0,JEFFERSON RES,696.0,,1992.0,371.0,38.8812752,-77.1130095
171,2024-05-09,Single Family Residential,2300 N Dinwiddie St,Arlington,VA,22207.0,1370000.0,5.0,3.5,HIGHVIEW PARK,2679.0,6652.0,1985.0,0.0,38.8974717,-77.1291982
172,2024-05-31,Single Family Residential,1601 N Potomac St,Arlington,VA,22205.0,1974900.0,5.0,4.5,"FOSTORIA,HIGHLAND PARK",4616.0,6000.0,2024.0,0.0,38.8846364,-77.1493316
173,2024-03-08,Single Family Residential,4009 20th St N,Arlington,VA,22207.0,2865000.0,6.0,6.5,CHERRYDALE,6129.0,8250.0,2023.0,0.0,38.894862,-77.1082163
174,2024-03-08,Condo/Co-op,900 N Taylor St #1804,Arlington,VA,22203.0,125000.0,1.0,1.0,JEFFERSON RES,696.0,,1992.0,271.0,38.8812752,-77.1130095
175,2024-04-01,Condo/Co-op,900 N Taylor St #1212,Arlington,VA,22203.0,410000.0,2.0,2.0,JEFFERSON RES,1352.0,,1992.0,521.0,38.8812752,-77.1130095
176,2024-03-22,Single Family Residential,3409 N Albemarle St N,Arlington,VA,22207.0,2350000.0,4.0,4.5,COUNTRY CLUB HILLS,3194.0,18419.0,1950.0,0.0,38.9128669,-77.131681
177,2024-04-12,Condo/Co-op,900 N Taylor St #2024,Arlington,VA,22203.0,121500.0,1.0,1.0,JEFFERSON RES,789.0,,1992.0,299.0,38.8812752,-77.1130095
178,2024-05-31,Condo/Co-op,900 N Taylor St #807,Arlington,VA,22203.0,105000.0,1.0,1.0,JEFFERSON RES,727.0,,1992.0,281.0,38.8812752,-77.1130095
179,2024-04-03,Condo/Co-op,2000 Clarendon Blvd #1006,Arlington,VA,22201.0,566000.0,1.0,1.0,CLARENDON,678.0,,2021.0,405.0,38.8914802,-77.0820559
180,2024-06-03,Condo/Co-op,1121 Arlington Blvd #331,Arlington,VA,22209.0,259900.0,1.0,1.0,RIVER PLACE,726.0,,1955.0,692.0,38.8935985,-77.0699826
181,2024-03-28,Condo/Co-op,1600 Clarendon Blvd Unit W405,Arlington,VA,22209.0,1305000.0,2.0,2.0,Arlington,1768.0,,2007.0,1167.0,38.8931186,-77.077007
182,2024-04-18,Single Family Residential,3820 Dittmar Rd,Arlington,VA,22207.0,1117564.0,3.0,3.5,ARLINGWOOD,3028.0,6600.0,1983.0,0.0,38.9204295,-77.1279927
183,2024-05-14,Condo/Co-op,1600 N Oak St #1602,Arlington,VA,22209.0,570000.0,2.0,2.0,BELVEDERE,1150.0,,1986.0,770.0,38.8928888,-77.0732022
184,2024-04-12,Single Family Residential,1808 N Adams St,Arlington,VA,22201.0,1351100.0,4.0,2.0,LYON VILLAGE,1707.0,8250.0,1925.0,0.0,38.8944707,-77.0888914
185,2024-03-19,Condo/Co-op,1111 19th St N #2806,Arlington,VA,22209.0,1525000.0,2.0,2.5,ROSSLYN,1523.0,,2008.0,1731.0,38.8972352,-77.0698916
186,2024-05-07,Condo/Co-op,1781 Pierce St N #1201,Arlington,VA,22201.0,2100000.0,3.0,2.5,ROSSLYN,2411.0,,2021.0,2180.0,38.8952355,-77.0761903
187,2024-03-06,Townhouse,1516 N Scott St Unit TH-5,Arlington,VA,22209.0,702500.0,3.0,1.5,ODYSSEY,1412.0,,2006.0,914.0,38.8911444,-77.0810432
188,2024-05-24,Condo/Co-op,1913 Key Blvd #11569,Arlington,VA,22201.0,315000.0,1.0,1.0,COLONIAL VILLAGE,564.0,,1940.0,361.0,38.894594,-77.0838133
189,2024-05-21,Condo/Co-op,1774 N Troy St N,Arlington,VA,22201.0,320000.0,1.0,1.0,COLONIAL VILLAGE,690.0,,1940.0,336.0,38.8939598,-77.0837645
190,2024-03-27,Condo/Co-op,1530 Key Blvd #828,Arlington,VA,22209.0,1145000.0,2.0,2.0,ATRIUM CONDO,1640.0,,1986.0,1375.0,38.8958315,-77.0759458
191,2024-05-08,Condo/Co-op,1781 N Pierce St #401,Arlington,VA,22209.0,1435000.0,2.0,2.0,ROSSLYN,1635.0,,2022.0,1440.0,38.8952355,-77.0761903
192,2024-05-28,Single Family Residential,2902 24th St N,Arlington,VA,22207.0,1200000.0,3.0,2.5,DOVER BALMORAL RIVERWOOD,2161.0,4325.0,1931.0,0.0,38.9010773,-77.0975475
193,2024-05-31,Condo/Co-op,1600 N Oak St N #1612,Arlington,VA,22209.0,930000.0,2.0,2.0,BELVEDERE,1420.0,,1986.0,1011.0,38.8928888,-77.0732022
194,2024-04-03,Condo/Co-op,1021 Arlington Blvd #828,Arlington,VA,22209.0,169000.0,1.0,1.0,RIVER PLACE,514.0,,1955.0,470.0,38.8930252,-77.0689736
195,2024-04-26,Condo/Co-op,1011 Arlington Blvd #948,Arlington,VA,22209.0,150000.0,0.0,1.0,RIVER PLACE SOUTH,494.0,,1955.0,388.0,38.8921028,-77.0688111
196,2024-05-20,Condo/Co-op,2101 N Monroe St #312,Arlington,VA,22207.0,325000.0,1.0,1.0,DOMINION HEIGHTS,610.0,,2013.0,353.0,38.8962232,-77.1043568
197,2024-04-15,Condo/Co-op,1021 Arlington Blvd #702,Arlington,VA,22209.0,129950.0,0.0,1.0,RIVER PLACE,383.0,,1955.0,344.0,38.8930252,-77.0689736
198,2024-04-26,Townhouse,1801 N Uhle St N #1,Arlington,VA,22201.0,750000.0,2.0,2.5,CHELSEA LANDING,1280.0,,1983.0,400.0,38.894999,-77.0846674
199,2024-04-02,Condo/Co-op,1931 N Cleveland St #201,Arlington,VA,22201.0,340000.0,2.0,1.0,CLEVELAND HOUSE,816.0,,1960.0,481.0,38.8957114,-77.0911221
200,2024-03-13,Single Family Residential,1908 N Nelson St,Arlington,VA,22207.0,1715000.0,4.0,3.0,CHERRYDALE,3140.0,5870.0,1910.0,0.0,38.8943892,-77.1055247
201,2024-05-14,Condo/Co-op,1700 Clarendon Blvd #154,Arlington,VA,22209.0,814000.0,1.0,1.5,ROSSLYN,1158.0,,2012.0,472.0,38.8928805,-77.0778967
202,2024-03-06,Condo/Co-op,1754 N Troy St #679,Arlington,VA,22201.0,33882.0,1.0,1.0,COLONIAL VILLAGE,590.0,,1938.0,1262.0,38.893427,-77.0840219
203,2024-04-30,Condo/Co-op,1021 Arlington Blvd #311,Arlington,VA,22209.0,130000.0,0.0,1.0,RIVER PLACE,383.0,,1955.0,230.0,38.8930252,-77.0689736
204,2024-04-19,Condo/Co-op,1121 Arlington Blvd #819,Arlington,VA,22209.0,185000.0,1.0,1.0,RIVER PLACE,716.0,,1955.0,605.0,38.8935985,-77.0699826
205,2024-04-02,Condo/Co-op,2100 Langston Blvd #503,Arlington,VA,22201.0,500000.0,2.0,1.5,ASTORIA,944.0,,1987.0,842.0,38.8959296,-77.0837196
206,2024-03-25,Condo/Co-op,1859 Wilson Blvd Unit 5-368,Arlington,VA,22201.0,305000.0,1.0,1.0,COLONIAL VILLAGE,602.0,,1940.0,312.0,38.8930639,-77.0811706
207,2024-05-02,Single Family Residential,1621 N Colonial Ter,Arlington,VA,22209.0,2100000.0,4.0,3.5,ROSSLYN,5744.0,5494.0,2001.0,0.0,38.8979875,-77.077034
208,2024-05-30,Condo/Co-op,1701 16th St N Unit 351E,Arlington,VA,22209.0,1100000.0,2.0,2.0,THE SELECT AT GASLIGHT SQUARE,1337.0,,2017.0,564.0,38.8922181,-77.0777168
209,2024-04-29,Single Family Residential,2900 23rd St N,Arlington,VA,22201.0,1590000.0,4.0,3.5,MAYWOOD,2592.0,5500.0,1988.0,0.0,38.8978012,-77.0985376
210,2024-05-01,Condo/Co-op,2105 N Scott St #79,Arlington,VA,22209.0,277000.0,1.0,1.0,PALISADE GARDEN,539.0,,1947.0,287.0,38.898594,-77.0810599
211,2024-03-13,Condo/Co-op,2100 Langston Blvd #110,Arlington,VA,22201.0,515500.0,2.0,2.0,ASTORIA,943.0,,1987.0,909.0,38.8959296,-77.0837196
212,2024-05-23,Single Family Residential,4311 40th St N,Arlington,VA,22207.0,1418800.0,4.0,3.0,GOLF CLUB MANOR,2940.0,11812.0,1958.0,0.0,38.9244929,-77.1319241
213,2024-05-31,Condo/Co-op,1021 Arlington Blvd #643,Arlington,VA,22209.0,200000.0,1.0,1.0,RIVER PLACE,716.0,,1955.0,657.0,38.8930252,-77.0689736
214,2024-04-30,Single Family Residential,4192 39th St N,Arlington,VA,22207.0,2762500.0,6.0,6.5,GOLF CLUB MANOR,6756.0,10191.0,2023.0,0.0,38.9244829,-77.1289436
215,2024-05-08,Condo/Co-op,1021 Arlington Blvd #537,Arlington,VA,22209.0,133000.0,0.0,1.0,RIVER PLACE,367.0,,1955.0,420.0,38.8930252,-77.0689736
216,2024-04-30,Condo/Co-op,1700 Clarendon Blvd #114,Arlington,VA,22209.0,790000.0,1.0,1.5,GASLIGHT SQUARE,1158.0,,2012.0,493.0,38.8928805,-77.0778967
217,2024-03-22,Townhouse,2031 20th Rd N,Arlington,VA,22201.0,791400.0,3.0,2.0,HIGHLAWN HIGHLANDS,1475.0,2175.0,1940.0,0.0,38.8976288,-77.0832837
218,2024-04-16,Single Family Residential,3815 N Abingdon St,Arlington,VA,22207.0,1360000.0,3.0,2.5,ARLINGWOOD,2331.0,18481.0,1955.0,0.0,38.9174433,-77.1337471
219,2024-05-06,Single Family Residential,3317 20th Rd N,Arlington,VA,22207.0,1610000.0,4.0,3.5,CHERRYDALE,3336.0,6100.0,1942.0,0.0,38.8953808,-77.101535
220,2024-04-08,Single Family Residential,4625 41st St N,Arlington,VA,22207.0,2775000.0,6.0,6.5,GOLF CLUB MANOR,6105.0,11325.0,2017.0,0.0,38.9209582,-77.1369712
221,2024-03-19,Condo/Co-op,3000 Spout Run Pkwy Unit C609,Arlington,VA,22201.0,295000.0,1.0,1.0,CARDINAL HOUSE,724.0,,1959.0,614.0,38.8961748,-77.0944943
222,2024-05-14,Condo/Co-op,2016 N Adams St #702,Arlington,VA,22201.0,225000.0,0.0,1.0,ADAMS HOUSE,552.0,,1959.0,349.0,38.8973216,-77.0895871
223,2024-04-30,Condo/Co-op,1881 N Nash St #1910,Arlington,VA,22209.0,2425000.0,2.0,2.5,ROSSLYN,2267.0,,2009.0,2218.0,38.896966,-77.073168
224,2024-04-30,Condo/Co-op,1881 N Nash St #1908,Arlington,VA,22209.0,1750000.0,2.0,2.5,TURNBERRY TOWER,2039.0,,2009.0,1955.0,38.896966,-77.073168
225,2024-04-19,Condo/Co-op,1600 N Oak St #621,Arlington,VA,22209.0,665200.0,2.0,2.0,BELVEDERE,1320.0,,1987.0,875.0,38.8926093,-77.0736009
226,2024-05-22,Condo/Co-op,1111 19th St N #2101,Arlington,VA,22209.0,825000.0,1.0,2.0,ROSSLYN,947.0,,2008.0,1000.0,38.8972352,-77.0698916
227,2024-04-08,Condo/Co-op,2101 N Monroe St #214,Arlington,VA,22207.0,500000.0,2.0,1.0,DOMINION HEIGHTS,866.0,,2013.0,530.0,38.8962314,-77.1043554
228,2024-04-10,Condo/Co-op,1530 Key Blvd #305,Arlington,VA,22209.0,449900.0,1.0,1.0,ATRIUM CONDO,765.0,,1986.0,685.0,38.8958315,-77.0759458
229,2024-03-18,Condo/Co-op,2100 Langston Blvd #111,Arlington,VA,22201.0,380000.0,1.0,1.0,ASTORIA,721.0,,1987.0,659.0,38.8959296,-77.0837196
230,2024-04-17,Single Family Residential,2607 Key Blvd,Arlington,VA,22201.0,2050000.0,5.0,4.5,LYON VILLAGE,3290.0,7015.0,1940.0,0.0,38.8926987,-77.0914979
231,2024-03-18,Condo/Co-op,1881 N Nash St Unit TS01,Arlington,VA,22209.0,4750000.0,3.0,4.5,TURNBERRY TOWER,4447.0,,2009.0,4286.0,38.896966,-77.073168
232,2024-04-30,Condo/Co-op,1121 Arlington Blvd #324,Arlington,VA,22209.0,108000.0,0.0,1.0,RIVER PLACE,442.0,,1955.0,335.0,38.8935985,-77.0699826
233,2024-04-16,Townhouse,1507 22nd St N,Arlington,VA,22209.0,1130000.0,3.0,3.5,PALISADES PARK,2092.0,1219.0,1995.0,245.0,38.9001976,-77.0756746
234,2024-04-23,Condo/Co-op,3000 Spout Run Pkwy Unit A206,Arlington,VA,22201.0,260000.0,1.0,1.0,CARDINAL HOUSE,759.0,,1959.0,644.0,38.8961748,-77.0944943
235,2024-03-29,Condo/Co-op,3000 Spout Run Pkwy Unit A401,Arlington,VA,22201.0,319950.0,2.0,1.0,CARDINAL HOUSE,874.0,,1959.0,742.0,38.8961748,-77.0944943
236,2024-04-05,Condo/Co-op,1011 Arlington Blvd Unit PKSP,Arlington,VA,22209.0,8000.0,0.0,,RIVER PLACE,,,1955.0,76.0,38.8921127,-77.0689033
237,2024-04-30,Townhouse,1936 N Daniel St,Arlington,VA,22201.0,1000000.0,3.0,3.0,LYONGATE,2476.0,2300.0,1992.0,113.0,38.8957883,-77.0936076
238,2024-04-16,Condo/Co-op,1600 N Oak St #429,Arlington,VA,22209.0,550000.0,2.0,1.5,BELVEDERE,945.0,,1987.0,626.0,38.8928888,-77.0732022
239,2024-04-26,Condo/Co-op,1121 Arlington Blvd #317,Arlington,VA,22209.0,160000.0,1.0,1.0,RIVER PLACE,559.0,,1955.0,522.0,38.8935985,-77.0699826
240,2024-04-01,Condo/Co-op,1021 Arlington Blvd #621,Arlington,VA,22209.0,200000.0,1.0,1.0,RIVER PLACE,514.0,,1955.0,442.0,38.8930252,-77.0689736
241,2024-04-04,Condo/Co-op,1121 Arlington Blvd #123,Arlington,VA,22209.0,125000.0,0.0,1.0,RIVER PLACE,383.0,,1955.0,268.0,38.8935985,-77.0699826
242,2024-05-08,Single Family Residential,3840 N Chesterbrook Rd,Arlington,VA,22207.0,1350000.0,3.0,3.0,ARLINGWOOD,2450.0,12408.0,1940.0,0.0,38.9201449,-77.1301841
243,2024-04-23,Condo/Co-op,1021 Arlington Blvd #341,Arlington,VA,22209.0,155000.0,1.0,1.0,RIVER PLACE,559.0,,1955.0,473.0,38.8930252,-77.0689736
244,2024-03-05,Condo/Co-op,2100 Langston Blvd #123,Arlington,VA,22201.0,515000.0,2.0,2.0,ASTORIA,1037.0,,1987.0,853.0,38.8959296,-77.0837196
245,2024-05-06,Single Family Residential,3806 N Stafford St,Arlington,VA,22207.0,2250000.0,5.0,4.5,ARLINGWOOD,5067.0,10890.0,2018.0,0.0,38.9224168,-77.122876
246,2024-04-09,Condo/Co-op,1530 Key Blvd #810,Arlington,VA,22209.0,502000.0,1.0,1.0,ATRIUM CONDO,850.0,,1986.0,750.0,38.8958315,-77.0759458
247,2024-03-28,Condo/Co-op,1745 N Troy St Unit 8-433,Arlington,VA,22201.0,330000.0,1.0,1.0,COLONIAL VILLAGE,627.0,,1940.0,334.0,38.8937116,-77.0823659
248,2024-05-06,Condo/Co-op,3000 Spout Run Pkwy Unit A209,Arlington,VA,22201.0,235000.0,1.0,1.0,CARDINAL HOUSE,724.0,,1959.0,614.0,38.8961748,-77.0944943
249,2024-04-19,Condo/Co-op,1902 N Rhodes St #66,Arlington,VA,22201.0,269000.0,1.0,1.0,COLONIAL VILLAGE,482.0,,1940.0,311.0,38.895626,-77.082416
250,2024-05-21,Townhouse,1529 N Colonial Ter Unit B,Arlington,VA,22209.0,831000.0,3.0,3.5,THE FEDERAL RIDGE,1476.0,,1981.0,325.0,38.8966763,-77.0745432
251,2024-04-03,Condo/Co-op,1735 N Rhodes St #242,Arlington,VA,22201.0,408000.0,2.0,1.0,COLONIAL VILLAGE,850.0,,1940.0,458.0,38.8940635,-77.0803923
252,2024-03-15,Condo/Co-op,2001 15th St N #1009,Arlington,VA,22201.0,710000.0,2.0,2.0,ODYSSEY,1063.0,,2006.0,739.0,38.8912215,-77.081359
253,2024-05-17,Condo/Co-op,1021 Arlington Blvd #832,Arlington,VA,22209.0,174900.0,1.0,1.0,RIVER PLACE,559.0,,1955.0,423.0,38.8930252,-77.0689736
254,2024-04-02,Condo/Co-op,1701 16th St N #328,Arlington,VA,22209.0,1600000.0,2.0,2.5,ARLINGTON,1882.0,,2017.0,865.0,38.8922414,-77.0776815
255,2024-04-30,Condo/Co-op,1881 N Nash St #1911,Arlington,VA,22209.0,2650000.0,2.0,3.5,TURNBERRY TOWER,3050.0,,2009.0,2233.0,38.896966,-77.073168
256,2024-03-06,Condo/Co-op,1411 Key Blvd #606,Arlington,VA,22209.0,870000.0,2.0,2.0,KEY AND NASH,1066.0,,2018.0,826.0,38.8966238,-77.0738735
257,2024-05-23,Condo/Co-op,3000 Spout Run Pkwy Unit A601,Arlington,VA,22201.0,329000.0,2.0,1.0,CARDINAL HOUSE,874.0,,1959.0,742.0,38.8961748,-77.0944943
258,2024-04-30,Condo/Co-op,3000 Spout Run Pkwy Unit D312,Arlington,VA,22201.0,345000.0,2.0,1.0,CARDINAL HOUSE,994.0,,1959.0,843.0,38.8961748,-77.0944943
259,2024-03-13,Condo/Co-op,3800 Langston Blvd #407,Arlington,VA,22207.0,665000.0,2.0,2.0,CHERRYDALE,1311.0,,2015.0,625.0,38.896369,-77.1069429
260,2024-03-11,Condo/Co-op,1931 N Cleveland St N #513,Arlington,VA,22201.0,328000.0,2.0,1.0,CLEVELAND HOUSE,816.0,,1960.0,481.0,38.8957114,-77.0911221
261,2024-03-25,Condo/Co-op,1111 Arlington Blvd #925,Arlington,VA,22209.0,132000.0,0.0,1.0,RIVER PLACE,473.0,,1955.0,405.0,38.8925425,-77.0699146
262,2024-04-18,Condo/Co-op,1530 Key Blvd #428,Arlington,VA,22209.0,885000.0,2.0,2.0,ATRIUM CONDO,1640.0,,1986.0,1365.0,38.8958315,-77.0759458
263,2024-03-07,Condo/Co-op,2100 Langston Blvd #540,Arlington,VA,22201.0,280000.0,0.0,1.0,ASTORIA,494.0,,1987.0,467.0,38.8959296,-77.0837196
264,2024-03-11,Condo/Co-op,1021 Arlington Blvd #732,Arlington,VA,22209.0,164000.0,1.0,1.0,RIVER PLACE,559.0,,1955.0,490.0,38.8930252,-77.0689736
265,2024-05-07,Single Family Residential,4509 39th St N,Arlington,VA,22207.0,3350000.0,6.0,6.5,GOLF CLUB MANOR,7232.0,17012.0,2024.0,0.0,38.9214492,-77.1330012
268,2024-05-29,Condo/Co-op,2030 N Adams St #911,Arlington,VA,22201.0,255000.0,1.0,1.0,CIRCLE,720.0,,1964.0,905.0,38.8977682,-77.0896321
269,2024-03-29,Townhouse,1520 N Scott St Unit TH-6,Arlington,VA,22209.0,700000.0,3.0,1.5,ODYSSEY,1412.0,,2006.0,914.0,38.8911919,-77.08105
270,2024-03-08,Condo/Co-op,1530 Key Blvd #931,Arlington,VA,22209.0,484000.0,1.0,1.0,ATRIUM CONDO,995.0,,1986.0,857.0,38.8958315,-77.0759458
271,2024-03-22,Condo/Co-op,1530 Key Blvd #421,Arlington,VA,22209.0,420000.0,1.0,1.0,ATRIUM CONDO,765.0,,1986.0,763.0,38.8958315,-77.0759458
272,2024-04-01,Condo/Co-op,1881 N Nash St #2011,Arlington,VA,22209.0,2625000.0,2.0,3.5,TURNBERRY TOWER,3036.0,,2009.0,2632.0,38.896966,-77.073168
273,2024-03-20,Condo/Co-op,1530 Key Blvd #1303,Arlington,VA,22209.0,860000.0,2.0,2.5,ATRIUM CONDO,1574.0,,1986.0,1352.0,38.8958315,-77.0759458
274,2024-05-15,Condo/Co-op,1700 Clarendon Blvd #117,Arlington,VA,22209.0,1525000.0,2.0,2.5,GASLIGHT SQUARE,1922.0,,2012.0,951.0,38.8928805,-77.0778967
275,2024-03-26,Condo/Co-op,1530 Key Blvd #610,Arlington,VA,22209.0,499000.0,1.0,1.0,ATRIUM CONDO,850.0,,1986.0,749.0,38.8958315,-77.0759458
276,2024-03-29,Condo/Co-op,2001 15th St N #220,Arlington,VA,22201.0,430000.0,1.0,1.0,ODYSSEY,649.0,,2006.0,449.0,38.8912215,-77.081359
277,2024-04-05,Condo/Co-op,1530 Key Blvd #106,Arlington,VA,22209.0,950000.0,3.0,3.0,ATRIUM CONDO,2044.0,,1986.0,1665.0,38.8958315,-77.0759458
278,2024-04-30,Condo/Co-op,1931 N Cleveland St N #111,Arlington,VA,22201.0,250000.0,1.0,1.0,CLEVELAND HOUSE,679.0,,1960.0,365.0,38.8957114,-77.0911221
279,2024-03-29,Condo/Co-op,1021 Arlington Blvd #543,Arlington,VA,22209.0,180000.0,1.0,1.0,RIVER PLACE,716.0,,1955.0,632.0,38.8930252,-77.0689736
280,2024-04-25,Condo/Co-op,1411 Key Blvd #506,Arlington,VA,22209.0,850000.0,2.0,2.0,KEY AND NASH,1066.0,,2018.0,826.0,38.8966238,-77.0738735
281,2024-05-31,Condo/Co-op,3000 Spout Run Pkwy Unit B601,Arlington,VA,22201.0,345000.0,2.0,1.0,CARDINAL HOUSE,904.0,,1959.0,766.0,38.8961748,-77.0944943
282,2024-03-14,Condo/Co-op,1881 N Nash St #406,Arlington,VA,22209.0,850000.0,1.0,2.0,TURNBERRY TOWER,1404.0,,2009.0,1152.0,38.896966,-77.073168
283,2024-04-29,Condo/Co-op,1021 Arlington Blvd #639,Arlington,VA,22209.0,136000.0,0.0,1.0,RIVER PLACE,383.0,,1955.0,377.0,38.8930252,-77.0689736
284,2024-03-19,Condo/Co-op,1111 19th St N #2401,Arlington,VA,22209.0,2200000.0,3.0,3.5,ROSSLYN,2165.0,,2008.0,2538.0,38.8972352,-77.0698916
285,2024-04-02,Townhouse,716 N Oakland St N,Arlington,VA,22203.0,860000.0,3.0,2.0,KENMORE,1296.0,2120.0,1938.0,0.0,38.8804312,-77.1041784
286,2024-03-11,Condo/Co-op,816 S Arlington Mill Dr S Unit 5-103,Arlington,VA,22204.0,291000.0,2.0,1.0,PARK GLEN,748.0,,1947.0,492.0,38.8590476,-77.1130519
287,2024-04-03,Condo/Co-op,24 S Old Glebe Rd Unit 105-C,Arlington,VA,22204.0,280000.0,2.0,1.0,ARBORS OF ARL,868.0,,1942.0,438.0,38.8695489,-77.0987292
288,2024-03-22,Single Family Residential,5721 7th St N,Arlington,VA,22205.0,1075000.0,4.0,3.0,BONAIR,2035.0,6000.0,1955.0,0.0,38.8732627,-77.1306069
289,2024-03-29,Single Family Residential,5328 5th St S,Arlington,VA,22204.0,1050000.0,4.0,3.5,GLEN CARLIN,2475.0,6493.0,1963.0,0.0,38.8622447,-77.120949
290,2024-05-16,Single Family Residential,504 N Kenmore St,Arlington,VA,22201.0,2340000.0,4.0,4.5,ASHTON HEIGHTS,3733.0,6532.0,2024.0,0.0,38.8784587,-77.0991677
291,2024-04-23,Single Family Residential,118 N Wakefield St,Arlington,VA,22203.0,875000.0,3.0,2.0,ARLINGTON FOREST,1364.0,6259.0,1941.0,0.0,38.8691029,-77.1137151
292,2024-05-01,Single Family Residential,606 N Jefferson St,Arlington,VA,22205.0,815000.0,2.0,2.0,BONAIR,1075.0,7503.0,1939.0,0.0,38.8734833,-77.1272626
