,LOCATION,PRICE,ZIP OR POSTAL CODE,TARGET_ENCODED_PRICE_5,TARGET_ENCODED_PRICE_10,TARGET_ENCODED_PRICE_15,TARGET_ENCODED_PRICE_20,TARGET_ENCODED_PRICE_25,TARGET_ENCODED_PRICE_30,TARGET_ENCODED_PRICE_35,TARGET_ENCODED_PRICE_40,TARGET_ENCODED_PRICE_45,TARGET_ENCODED_PRICE_50
1755,Old City 2,1299990.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1756,Central,790000.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1757,Old City 2,525000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1758,Central,1500000.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1759,CENTRAL,507000.0,20037.0,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1760,Central,330000.0,20036.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,467625.39285714284,467625.39285714284,467625.39285714284
1761,Georgetown,363000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1762,Central,605000.0,20005.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,715990.7575757576,715990.7575757576,715990.7575757576
1763,Old City 2,625000.0,20001.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1764,Old City 2,735000.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1765,GEORGETOWN,1310000.0,20007.0,1383166.6666666667,1383166.6666666667,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985
1766,LOGAN,205000.0,20005.0,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576
1767,Central,695000.0,20036.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,467625.39285714284,467625.39285714284,467625.39285714284
1768,Old City 2,985000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1769,Foggy Bottom,237000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1770,Central,515000.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1771,Central,609900.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1772,Georgetown,1020000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1773,Foggy Bottom,492000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1774,Georgetown,700000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1775,Old City 2,644611.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1776,Old City 2,535395.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1777,Georgetown,675000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1778,Georgetown,395000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1779,Old City 2,280000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1780,Old City 2,670000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1781,Central,800000.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1782,Central,590000.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1783,Georgetown,2725000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1784,Georgetown,1000000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1785,Central,499900.0,20036.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,467625.39285714284,467625.39285714284,467625.39285714284
1786,Old City 2,565000.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1787,Central,474900.0,20005.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,715990.7575757576,715990.7575757576,715990.7575757576
1788,Old City 2,640000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1789,Central,317500.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1791,Old City 2,499000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1792,Central,535000.0,20036.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,467625.39285714284,467625.39285714284,467625.39285714284
1793,Old City 2,230000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1794,Foggy Bottom,232000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1795,Old City 2,289900.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1796,Foggy Bottom,310000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1797,Georgetown,970000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1798,Georgetown,799000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1799,Foggy Bottom,250000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1800,Old City 2,605000.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1801,Old City 2,377000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1802,Central,445000.0,20005.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,715990.7575757576,715990.7575757576,715990.7575757576
1803,DUPONT CIRCLE,618000.0,20037.0,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1804,Old City 2,425000.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1805,Old City 2,625000.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1806,Georgetown,2250000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1807,Georgetown,1350000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1808,Old City 2,210000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1809,Georgetown,505000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1810,Georgetown,430500.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1811,Foggy Bottom,225000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1812,FOGGY BOTTOM,239000.0,20037.0,838000.0,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1813,Central,1100000.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1814,Old City 2,935000.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1815,Foggy Bottom,775000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1816,Foggy Bottom,260000.0,20006.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,260000.0,260000.0,260000.0,260000.0,260000.0,260000.0
1817,Central,429000.0,20005.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,715990.7575757576,715990.7575757576,715990.7575757576
1818,Central,345000.0,20036.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,467625.39285714284,467625.39285714284,467625.39285714284
1819,Old City 2,407000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1820,Old City 2,269500.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1821,Foggy Bottom,290000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1823,DUPONT CIRCLE,529000.0,20009.0,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856
1824,GEORGETOWN,945000.0,20007.0,1383166.6666666667,1383166.6666666667,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985
1825,Central,1695000.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1826,GEORGETOWN,965000.0,20007.0,1383166.6666666667,1383166.6666666667,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985
1827,FOGGY BOTTOM,865000.0,20037.0,838000.0,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1828,Georgetown,1325000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1829,Foggy Bottom,875000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1830,Old City 2,882000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1831,Old City 2,1175000.0,20001.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1832,Central,420000.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1833,Old City 2,749000.0,20001.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1834,Old City 2,374500.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1835,Old City 2,300000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1836,Georgetown,315000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1837,Old City 2,395000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1838,Georgetown,1565000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1839,Foggy Bottom,1550000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1840,Old City 2,337000.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1841,Old City 2,315000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1842,FOGGY BOTTOM,241000.0,20037.0,838000.0,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1843,Foggy Bottom,350000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1845,Old City 2,439900.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1846,LOGAN CIRCLE,1275000.0,20005.0,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576
1847,Georgetown,1500000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1848,Georgetown,539000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1849,Central,455000.0,20005.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,715990.7575757576,715990.7575757576,715990.7575757576
1850,Old City 2,253000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1851,Georgetown,1450000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1852,Old City 2,634500.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1853,Foggy Bottom,340000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1854,Old City 2,2327500.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1855,Central,805000.0,20036.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,467625.39285714284,467625.39285714284,467625.39285714284
1856,Georgetown,7200000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1857,Georgetown,1110000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1858,LOGAN CIRCLE,1600000.0,20005.0,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576,715990.7575757576
1859,FOGGY BOTTOM,360000.0,20037.0,838000.0,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1860,Foggy Bottom,670000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1861,Central,795000.0,20036.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,467625.39285714284,467625.39285714284,467625.39285714284
1862,CENTRAL,339000.0,20037.0,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1863,Georgetown,829000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1864,Georgetown,2700000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1865,GEORGETOWN,1525000.0,20007.0,1383166.6666666667,1383166.6666666667,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985
1866,Old City 2,580000.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1867,Foggy Bottom,380000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1868,Central,415000.0,20005.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,715990.7575757576,715990.7575757576,715990.7575757576
1869,Old City 2,365000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1870,Old City 2,863000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1871,Foggy Bottom,345000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1872,Old City 2,399999.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1873,Old City 2,304000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1874,Old City 2,1030000.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1875,FOGGY BOTTOM,523000.0,20037.0,838000.0,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1876,GEORGETOWN,1175000.0,20007.0,1383166.6666666667,1383166.6666666667,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985
1877,Old City 2,590000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1878,Georgetown,1430000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1879,DUPONT CIRCLE,715000.0,20009.0,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856,726089.0240963856
1880,Georgetown,2000000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1881,Georgetown,947500.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1882,Georgetown,537000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1883,Georgetown,1200000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1884,Georgetown,1235000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1885,Old City 2,290000.0,20036.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1886,GEORGETOWN,1025000.0,20007.0,1383166.6666666667,1383166.6666666667,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985,1540512.1119402985
1887,Central,960000.0,20036.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,467625.39285714284,467625.39285714284,467625.39285714284
1888,Old City 2,410000.0,20005.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1889,Foggy Bottom,985000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1890,Old City 2,610000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1891,Central,2000000.0,20037.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,664810.6382978724,664810.6382978724,664810.6382978724
1892,Old City 2,1250000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1893,Old City 2,369900.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1894,Kalorama,2500000.0,20008.0,1133000.2345679011,1133000.2345679011,1133000.2345679011,1133000.2345679011,1133000.2345679011,1133000.2345679011,1133000.2345679011,1133000.2345679011,1133000.2345679011,1133000.2345679011
1895,Georgetown,1250000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1896,Old City 2,635000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1897,Foggy Bottom,265000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1898,Georgetown,900000.0,20007.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0,1702800.0
1899,Foggy Bottom,525000.0,20037.0,472714.28571428574,472714.28571428574,472714.28571428574,472714.28571428574,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724,664810.6382978724
1900,Old City 2,230000.0,20009.0,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454,732689.0336134454
1901,Central,395000.0,20036.0,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,676413.8888888889,467625.39285714284,467625.39285714284,467625.39285714284
