,LOCATION,PRICE,ZIP OR POSTAL CODE,TARGET_ENCODED_PRICE_5,TARGET_ENCODED_PRICE_10,TARGET_ENCODED_PRICE_15,TARGET_ENCODED_PRICE_20,TARGET_ENCODED_PRICE_25,TARGET_ENCODED_PRICE_30,TARGET_ENCODED_PRICE_35,TARGET_ENCODED_PRICE_40,TARGET_ENCODED_PRICE_45,TARGET_ENCODED_PRICE_50
404,HYDE PARK,365000.0,22203.0,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235
405,STRATTON HOUSE,230000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
407,CLARENDON 1021,515900.0,22201.0,584255.5555555555,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
408,BRANDON VILLAGE,1060000.0,22203.0,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235
409,CLARENDON,2975000.0,22201.0,1496238.9285714286,1496238.9285714286,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
410,WOODBURY HEIGHTS,515000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
411,WILLIAMSBURG,760000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
412,COURTHOUSE HILL,752900.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
413,ODYSSEY,741250.0,22209.0,656750.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
414,Arlington,434000.0,22209.0,1104375.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
415,MEMORIAL OVERLOOK,1550000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
416,PROSPECT HOUSE,965000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
417,CHARLESTON CONDO,477000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
418,CHARLESTON CONDO,1125000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
419,PROSPECT HOUSE,1390000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
420,COURTHOUSE HILL,829000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
421,COURTHOUSE HILL,710000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
422,CHARLESTON CONDO,400000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
423,WESTMORELAND TER,299000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
424,COURTHOUSE,1025000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
425,THE WESLIE,1050000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
426,PROSPECT HOUSE,408000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
427,THE PARK AT COURTHOUSE,555000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
428,WOODBURY HEIGHTS,525000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
429,STATION SQUARE,474750.0,22201.0,688625.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
430,WESTMORELAND TER,372000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
431,STATION SQUARE,730000.0,22201.0,688625.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
432,WESTMORELAND TER,299900.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
433,ROSSLYN HGHTS,425000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
434,MEMORIAL OVERLOOK,1475000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
435,STATION SQUARE,467000.0,22201.0,688625.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
436,STATION SQUARE,990000.0,22201.0,688625.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
437,BARTON PLACE,805000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
438,MEMORIAL OVERLOOK,1515000.0,22209.0,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428,848407.1428571428
439,COURTHOUSE HILL,615000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
440,DOUGLAS EST,1825000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
441,CLARENDON 1021,940000.0,22201.0,584255.5555555555,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
442,CAMBRIDGE COURTS,335000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
443,SOUTHGATE,825000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
444,DOUGLAS PARK NEW ARL.,1100000.0,22204.0,1067333.3333333333,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
445,DOUGLAS PARK NEW ARL.,650000.0,22204.0,1067333.3333333333,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
446,CENTURY SOUTH,300000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
447,ADDISON HEIGHTS,770000.0,22202.0,1455800.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
448,THE REPRESENTATV,1800000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
449,ARL VLG COURTYAR,345000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
450,THE BRITTANY,405000.0,22204.0,345750.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
451,JOHNSON'S HILL,900000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
452,THE BRITTANY,393000.0,22204.0,345750.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
453,HORIZON HOUSE,235000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
454,BELLA VISTA,625000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
455,CENTURY SOUTH,403000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
456,THE BRITTANY,328500.0,22204.0,345750.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
457,ARLINGTON VILLAGE,365000.0,22204.0,407900.0,407900.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
458,HORIZON HOUSE,300000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
459,CAMBRIDGE COURTS,330000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
460,ADDISON HEIGHTS,1250000.0,22202.0,1455800.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
461,DOUGLAS PARK NEW ARL.,1250000.0,22204.0,1067333.3333333333,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
462,ARLINGTON VILLAGE,460000.0,22204.0,407900.0,407900.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
463,ARLINGTON VILLAGE,344000.0,22204.0,407900.0,407900.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
464,ARLINGTON VILLAGE,350000.0,22204.0,407900.0,407900.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
465,CRYSTAL PARK -S,950000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
466,ARLINGTON VILLAGE,372000.0,22204.0,407900.0,407900.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
467,CAMBRIDGE COURTS,328000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
468,THE REPRESENTATV,575000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
469,ARLINGTON VILLAGE,366000.0,22204.0,407900.0,407900.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
470,CRYSTAL PARK -S,399000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
471,TOP OF ARL RIDGE ROAD,1340500.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
472,DOUGLAS PARK NEW ARL.,815000.0,22204.0,1067333.3333333333,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
473,DOUGLAS PARK NEW ARL.,1684000.0,22204.0,1067333.3333333333,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
474,FOREST HILLS COMMON,985000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
475,TOP OF ARL RIDGE ROAD,1375000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
476,BRITTANY,503000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
477,CLARENDON,1304239.0,22201.0,1496238.9285714286,1496238.9285714286,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
478,COMMONS OF ARL,345000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
479,ARLINGTON VILLAGE,460000.0,22204.0,407900.0,407900.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
480,FORT CRAIG,636100.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
481,COLUMBIA SQUARE,725000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
482,DOUGLAS PARK NEW ARL.,905000.0,22204.0,1067333.3333333333,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
483,COLUMBIA SQUARE,741500.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
484,ARL VIILAGE/ARL HILLS,926111.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
485,ADDISON HEIGHTS,1850000.0,22202.0,1455800.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
486,THE CAVENDISH,245000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
487,ARLINGTON VILLAGE,325000.0,22204.0,407900.0,407900.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
488,THE BRITTANY,399000.0,22204.0,345750.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
489,Arlington,1096000.0,22204.0,1104375.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
490,ARLINGTON VILLAGE,475000.0,22204.0,407900.0,407900.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
491,FORT CRAIG,588000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
492,THE CAVENDISH,234500.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
493,THE BRITTANY,245000.0,22204.0,345750.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
494,CARRINGTON VILLAGE,578500.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
495,MAJESTIC OAK,1358000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
496,THE BRITTANY,304000.0,22204.0,345750.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
497,ARL VIILAGE/ARL HILLS,1075000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
498,BELLA VISTA,590000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
499,BRITTANY,480000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
500,PENTAGON CITY,552000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
501,FORT CRAIG,669000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
502,ADDISON HEIGHTS,1599000.0,22202.0,1455800.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
503,BARKLEY CONDO,529900.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
504,HORIZON HOUSE,290000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
505,BELLA VISTA,720000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
506,ARLINGTON VILLAGE,562000.0,22204.0,407900.0,407900.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
507,LANCASTER,190000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
508,THE PHOENIX CONDOMINIUMS,528000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
509,DOUGLAS PARK,715000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
510,THE REPRESENTATV,505000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
511,HORIZON HOUSE,317500.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
512,FOXCROFT HEIGHTS,640000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
513,CLARENDON,970000.0,22201.0,1496238.9285714286,1496238.9285714286,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
514,CLARENDON,1130000.0,22201.0,1496238.9285714286,1496238.9285714286,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
515,VIRGINIA SQUARE,685000.0,22201.0,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
516,WATERFORD HOUSE,470000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
517,ALCOVA HEIGHTS,1089000.0,22204.0,1063857.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
518,GEORGE MASON VIL,228000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
519,BELLA VISTA,644900.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
520,LEXINGTON SQUARE,419000.0,22203.0,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235,681434.1470588235
521,LANCASTER,255000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
522,BRITTANY,393000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
523,ALCOVA HEIGHTS,1750000.0,22204.0,1063857.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
524,WATERFORD HOUSE,510000.0,22202.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
525,ASHTON HEIGHTS,980000.0,22201.0,1759666.6666666667,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625,792921.9140625
526,ADDISON HEIGHTS,1810000.0,22202.0,1455800.0,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565,819897.8260869565
527,TRAFALGAR FLATS,505000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
528,THE CARLTON,275000.0,22204.0,249912.5,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
529,BARCROFT FOREST,835000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
530,THE ARLINGTON,389900.0,22206.0,411980.0,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135
531,COLUMBIA FOREST,575000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
532,FORT BARNARD HEIGHTS,607500.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
533,CARLYLE HOUSE,290000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
534,WINDGATE OF ARL,700000.0,22206.0,621111.1111111111,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135
535,WINDGATE OF ARL,635000.0,22206.0,621111.1111111111,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135
536,WINDGATE OF ARL,635000.0,22206.0,621111.1111111111,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135
537,SHIRLINGTON CREST,945000.0,22206.0,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135
538,ARLINGTON,469000.0,22206.0,1139600.0,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135
539,THE SIERRA,365000.0,22204.0,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334,646168.5833333334
540,WINDGATE OF ARL,700000.0,22206.0,621111.1111111111,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135,565264.4237288135
