,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,HOA/MONTH,closest_greenspace_direct,closest_greenspace_area,all_greenspace_area_under1km,closest_metro_direct,closest_school_direct,closest_college_direct,closest_shop_direct,closest_tourism_direct,closest_leisure_direct,PROPERTY TYPE_Condo/Co-op,PROPERTY TYPE_Single Family Residential,PROPERTY TYPE_Townhouse,TARGET_ENCODED_PRICE_50
2098,-0.5,-0.5,-0.4591593973037272,-0.2957074721780604,-0.13008130081300814,0.7620927936821322,-0.11732314342860829,28.6900110754372,0.48279310064431813,0.03120457731203654,-0.35655967179102943,-0.4790183882032953,-0.31314590366932404,0.5338019641578859,-0.6828768404414715,1,0,0,1.4770654411617679
1684,-0.5,0.25,-0.3647898493259318,-0.2957074721780604,1.1869918699186992,0.13820335636722605,0.09331862604867022,-0.1307726787048569,-0.44187114585655834,-0.3947054338323047,-0.6275490938254958,-0.01912843674472389,-0.7593730659800457,-0.14381140222929045,0.37748272424091217,0,0,1,-0.5302133982818178
644,0.0,0.75,1.344964314036479,3.343720190779014,-0.2601626016260163,-0.2527147087857848,-0.26593275132407795,1.392624992751805,0.15537534448021065,0.46425861221992587,2.8279852011314266,0.8808536852489903,-0.2509220276803673,0.6970095861333283,0.1449522704555342,0,1,0,0.024642614111039858
566,-0.5,-0.5,-0.507533703409992,-0.2957074721780604,0.0,0.44027640671273444,-0.6897369314470094,1.2600230041248,-0.10006515463800857,2.754021676513887,0.9513856547907238,0.796532179483358,0.0760140277151333,2.742391322476219,0.5054357068836093,1,0,0,-0.6476692383846571
663,0.0,0.75,0.7383029341792229,0.029252782193958663,0.8943089430894309,0.14807502467917077,0.9532516758129111,0.41668642294937985,-0.3702645846924603,0.09064537654737677,-0.11306577279124427,0.34957420085892577,0.8582843115718393,0.02896142520044901,-0.1728452337594166,0,0,1,0.6537650178062389
741,0.0,0.25,0.19032513877874702,0.20508744038155802,0.4715447154471545,-0.2527147087857848,0.8913541095145673,0.08252766333446815,-0.22249619055423747,0.2999627020981445,0.34786527656542066,0.1033082605397659,1.5306650848045407,0.4932917275264722,0.3014737262091891,0,0,1,0.6537650178062389
390,-1.5,-0.5,-0.7192704203013481,-0.2957074721780604,0.24390243902439024,0.6021717670286278,0.7489452862562767,0.6182119095887939,0.09223848123612335,0.4281396329101594,-0.15357098315962495,-0.40039510525114186,-0.2181813180306753,0.9449722756534348,-0.381353759216138,1,0,0,-0.3409448213497687
1377,1.0,0.75,0.21570182394924664,0.46740858505564387,-0.37398373983739835,-0.2527147087857848,0.6794062319189627,0.3969791427893998,2.5206734260630483,0.28361304239316104,-0.44200515776510235,0.6756694310091548,-0.7769161544924992,0.4334191665816007,0.7034180873826882,0,0,1,0.11300716760800072
2174,1.0,1.25,2.6669310071371926,2.821939586645469,-0.17886178861788618,-0.2527147087857848,-0.431362653292717,0.44392320260585577,0.5347993134077099,-0.1743702300050166,-0.4908402846932562,-0.6640115613522697,-0.23709008822209335,0.5912550661339045,0.423058156178334,0,1,0,0.8513309366847438
567,-0.5,0.0,-0.3346550356859635,-0.2957074721780604,1.1219512195121952,0.667324777887463,-0.20454815218822106,16.056446433934855,0.21122458857277565,1.6283752387862507,0.3952130980118643,0.14073341207736825,-0.9468302713765351,0.9256385193283931,0.9592378089694361,1,0,0,-0.4340569435537593
656,-0.5,0.0,-0.21887390959555908,-0.2957074721780604,0.9105691056910569,1.2379072063178678,-0.5578737723755363,0.24871640296831793,0.9077850164130629,-0.045119309638765946,2.0218425589622444,0.6169733533095987,-0.5537820475177407,-0.5461066100662533,-0.6389566131982821,1,0,0,0.024642614111039858
778,0.0,0.25,0.4710547184773989,0.25818759936406993,0.43902439024390244,0.12240868706811452,0.07288932222295309,0.41668642294937985,-0.35708141239305186,0.2736241395256923,0.33227510280579065,0.43177485244003344,0.914942653026758,0.0818053764797082,-0.6268988634918642,0,0,1,0.6537650178062389
2085,0.5,0.25,0.9777954004758128,0.7217806041335453,-0.4878048780487805,-0.2527147087857848,0.19166779674890247,5.225171659267273,0.5313606429375327,-0.1629119531230471,0.08778679517646526,-0.6420885174848283,-0.3661582650135148,0.3715449785688372,0.815194831654888,0,0,1,1.4770654411617679
2065,2.0,2.0,3.2363203806502776,1.6915739268680445,-0.6341463414634146,-0.2527147087857848,-0.1090529668099918,-0.05689868137114473,0.4643285991922512,1.998240351312519,-0.33876171587197107,0.7397659806747533,1.09161698549074,0.32561350453491644,0.3283290569317469,0,1,0,1.4770654411617679
2303,0.0,0.75,0.4036478984932593,0.20794912559618442,-0.4065040650406504,-0.2527147087857848,-0.06142557237379322,-0.17408054101689138,-0.39881511043479967,0.3986937129817467,0.5490719985746499,0.2776671294475032,0.5811602544166172,0.10263136225709146,0.6667656187767291,0,0,1,-0.3487780334292437
